PK_CLIENTE;ID_CLIENTE;TIPO_CLIENTE;TELEFONE
0bc80a41382ffcaaab14d4706b58001f4d65a6ce86abc866b67fca3f6dfae080;10002240;G2;816-455-8733
b436e24ef86cb9fd7f3441e9f86d8771990249ec4c8ddff24192075e5f2cca47;10009156;G2;816-455-8733
c3d61bd652d1f3461c3c1db30c5b7a9fdbb6fbe320907c14a95f1049c5150f6b;10012369;G2;816-455-8733
b2d2200fc11a0ce3c8101d20b91ec894b179951f4bc149c549ff0f461e534442;10021270;G2;816-455-8733
b655db9659e42299d658655b8c86f4c607e5d4ad47525508a83df432d22dc0dd;10022456;G2;816-455-8733
b41a3f250d5de527e403a966887a56b2d330f8875a078ae623b627f03f0de045;10023760;G2;816-455-8733
cf93a8908b4f5898d53cd4dc0469e0bcf442110b483f2137001201eda745ed51;10005043;G1;816-455-8733
3b5f88991bca6e79157c39b9cee06973a6b4ddbe1a6052063354c2b8af10fbaf;10019109;G2;816-455-8733
b2a7196792d6e396791b4249a18770c9ff439e7c22e17f13a96cb4f4846aedcf;10023489;G2;816-455-8733
1278217909b24d40b60b96b6e0a2b0d21145f816541d150a180ee30483371c31;10006919;G1;816-455-8733
4741c41f8ce8d7d281b577ad06891fd99ad2d17b29db93967b1285472a458bee;10012023;G3;816-455-8733
4ecef3a3d1f4c7097f9c4bb6dd5eeb0ffb70569934d38e821c51702de7e6508c;10015030;G2;816-455-8733
8f7be7565ba1e3fcd2152142e075b8cce87ffa8167c31b8dce1523cafc43babe;10018871;G2;816-455-8733
8415bc0ae2d3d404ff4242c7a8aea767c7e937bb65d0c9b198e69bc8bab55b69;10024918;G2;816-455-8733
18bceded0d664d4d27dac959eab83976ee46e13a6e35f9939937f600bb88062d;10027572;G2;816-455-8733
826b71f46797f38416995f0ed7eb45ebf61c351906c2259a7b825450848529d5;10016549;G2;816-455-8733
f501ed2d9522d1f02ed34385200b4c9026f65e24dab0e79c39bc26bf57e7cd79;10020849;G2;816-455-8733
63b834305672685d61946177e2bee0d9faae3c11ee38429796b738446169bdea;10025467;G2;816-455-8733
7eba520e82246cef76ecefcfc97ff0be32574299d9d139e70829915ea429c205;10025808;G2;816-455-8733
eb901fa3f4324d8b3c3411972dc3ab3cce65306baa624f01ea54df4f481b3b30;10002150;G2;816-455-8733
19d677198e07b8eb9c72724db335cdcc8c870a4ce50988e4a01f3eaf39e9819c;10002506;G2;816-455-8733
18ccc2cf4587a6a43b52e75e03a2c2958137fa6f972379cd10ab76702a38117b;10011546;G2;816-455-8733
3e3369f2040cd3c61a4ef9c1eb017a0365f7a9be1ded518a89f01e1943f09c10;10022201;G1;816-455-8733
824d4c6c84dba037ab5da9e734a3aed54d6079c24c9c88362505f675c98a8de2;10000466;G2;816-455-8733
04101de12f334c2cb3312ba6e918d5d266194219f2239291ddec0b8ba4058841;10014469;G2;816-455-8733
56082d3a1d4559acec52c2ced5b8a2ea1c327efbfa305e644ff788b35ced797d;10020332;G2;816-455-8733
0b706aa742e1f73b2bd55d2756e8b32326c24772683b743012789814c0b5707d;10024006;G2;816-455-8733
9b39e54b8afd8b2ddb4b543bfde3cabe21ec2e32f54ac069e60608a2d12593f6;10024999;G2;816-455-8733
085fe6cf49c08c0527ed041f5c68bb9bbf64bdddc2fce2b2b78861808c3301cc;10017290;G1;816-455-8733
1793249a3720f771bee2308e406822b50d2d71e48ac75d4c959d73e7b5b130ae;10018890;G2;816-455-8733
26723792c5b3f4e2935f22f27ed7952ac447347ca1f2379e34c11bd3fe20b3e3;10021232;G2;816-455-8733
9b8008dbe18cf4d191f1a2d2375dc7bb2cb345de1c00734297756a957d8241ee;10025392;G2;816-455-8733
aeded426ae8afa957c62ff93f2497841f9a6f85fdf33eb553d169d6df0579570;10011355;G2;816-455-8733
c597f35b53658ca96efc449b39b1d82b4b7ed1e7c6aaa50547f40c190c13ccc9;10015011;G1;816-455-8733
4b94707f1f3e76c3e157dea84c6a3698aa9cb8dcab77b0f2d1cbd099d2b23d4c;10021380;G2;816-455-8733
2a787afe8b27b3a51bc734a1dbf252236de1279256d8dbfe357a80844bb89093;10026348;G2;816-455-8733
3c79654e1955f2b14407f583b36d9cd7fb14adbf568e5904ef3705607d1fdf2e;10026839;G2;816-455-8733
1f1ac6a77e341d487eb8d827dd7461c40f3259da8bddc18e92a4c8df10db3a26;10006977;G2;816-455-8733
d650b2197028e9abb20f896b9885c6119abcc6d2528e335ccfa2a2e1a4d73bdb;10021302;G2;816-455-8733
cb382804c1bd82d54bbc5fa68917c98da185695b4bf814bc07ef73ea8b6ecfe9;10009660;G2;816-455-8733
0eaf78d0bdc3a045bede3fc724818b69bde635f5735b5d8a88c51c356d8318fa;10026062;G2;816-455-8733
30d57ca85a0d6fce2bbac5152fe4652b9c8258d11da111b755bd4476ff16a14f;10000469;G3;816-455-8733
456b50eedbad996f86bcf51a667153a5fd57e9f9b9db4ba8a2085cee359375f7;10006862;G2;816-455-8733
59715e514b4bd0061e80ab4c9bbf2738da84cb880f5dcc868e0ea9d0d1e951f0;10014047;G2;816-455-8733
3ff65119fd2358bebabde681c8ba94d89272b2c6c36e28286c44f8305f85f58e;10022725;G2;816-455-8733
1929e16179ab97199ca422b51e42c706cf0e07359ec5f36314d6277ed1f70648;10023511;G1;816-455-8733
22392db3629d9655fb3de137f451b19a8f1c8fa665ae9e9e8462d7392a783b55;10024270;G2;816-455-8733
9dfd37b7a4d6c8cee89c4811dc2d18979ff4d7521a86551348970967c69a275b;10025418;G2;816-455-8733
0209f3b342bc81a9c863896dffdcbf7e938bcbe2442c7968552c11dee160218c;10009356;G2;816-455-8733
b6fa17dbb2d18ffbd3b0abb0f3783086d186bd0f0f248b4c850eedeb0d9d4c42;10009650;G1;816-455-8733
b44b0b2234c0d80b6514fabe92b8e39d402cea0ef31f31290ad7965fa70922f9;10022444;G2;816-455-8733
530f91ac893fc88c5167386464b49fae37b55963506e4f18353dc944802c805d;10000486;G2;816-455-8733
801a1853a8f26dc45e69a1cb566824484db5a17ad98086e6776e15823e46176b;10011870;G2;816-455-8733
68f930659fed22066415a90ab891660b55bdf95f9d5346199813f1c4da29c5db;10020927;G2;816-455-8733
2afe2d93ae413385b93394ec210a4feaa641b1518e3cbeff57321ac583bc5d4f;10024924;G1;816-455-8733
3198958e4c891df05dd0f23a3e189eb8af9e416e3ac32b6bc9418b5ca46e10c0;10026843;G2;816-455-8733
b7a69a3175383cad11cc5033aa7c98315a0ae19eb9206891b405cf020f052b75;10019066;G2;816-455-8733
acaf405579e88005fc4689bcc377710b31f1c3520807e626b5ab8c5b5c925cfa;10027629;G2;816-455-8733
141a7e387f012b348628063d450fcb89d2515d578609387b81ec44b722b1020b;10013011;G1;816-455-8733
785b2d95299bf042c4a0c2aaf26964e25bb1adba911c93dcec49fcfece3d4051;10021472;G3;816-455-8733
f88e2589aef983f5946ef4e8ead1ab2437c6b2daaa7a76361b0f101d8d8d00b6;10023003;G2;816-455-8733
0beb04f6b007ba29495f409bb48fb8c6cb974bb0789a2a00e51c4182e7cf7064;10025242;G1;816-455-8733
d7a0f1db96813c1aef6d2a79dc32d79f24139b6c81d82a9414ea0f44a1c92ba0;10003795;G2;816-455-8733
1ddfa68b87e7f0b3fc7df888d0e8de03affcdb3eff2bad7b37a5cb469d344baf;10018603;G1;816-455-8733
50b9472c2a2c9a639d9ef6998dd589c80120d393c11457112083d8b644d02e18;10018644;G2;816-455-8733
a60b3b73415063e6af434b9675323a07ae4b4a55e28f46b2485b0ce67ab74f3d;10019952;G2;816-455-8733
4d0e77781d638aef30b3a97037fb3f534d457ea157690de50b35eafdf8f8ac64;10021485;G2;816-455-8733
de5ff4bcdacc36a7e80cfa8d558403ca6d5c535fe9f948b4131b5f5abe668a1b;10022168;G2;816-455-8733
ba3b71d0f96e69f9281f8f90611298691dc88a52c91f8fad4f5fa5fa5fa7c027;10025359;G2;816-455-8733
e4f7edb6de2c49a37931952c6f6d84897e12bc29d2ffb8282348f7439a3c1637;10012161;G2;816-455-8733
9c3917aac5129ba0b3c1d29b36d894a3e0248f64b40c07e02ee3aa22e09d12f6;10019388;G2;816-455-8733
78de9e2fff3931061fee5ce40aa5f2ea47ac87be831f730b47ceba8f2da93269;10019783;G1;816-455-8733
4130f71900f4a7ff6b1cbce3e9f43d2495c8aae1a3e187010814c2b89b0150ef;10023783;G2;816-455-8733
fff417c83a91ae085e2e65421cc92a2fe6c9dde1e8eb0219272dc01423b6319e;10024541;G2;816-455-8733
2a655d018379e5bb99773a08baa333380857222cb426cf8072851e5166464259;10009907;G2;816-455-8733
c1b57ae43502e603f61e28f527be1ff378daaf4c49c730490e0a01b2377a4d5b;10020239;G2;816-455-8733
04772c47890215a3553a7bf83f963a44131b4e4a5c179c1beaddee0dc43052d9;10020914;G2;816-455-8733
bedf25c33d5d56ac9e92084a0ce191bb59abc53d44bb1513e7d5bed065190890;10000453;G1;816-455-8733
c7198ddfafc19f4b2e624b7161765a011802befedcbcf9eefde1a3c3e2aea26b;10006093;G2;816-455-8733
b7648c79a16577be2aa15f27379aaf87986e9233a3adc6c87764106a59494d30;10007468;G2;816-455-8733
1b0a719179103ef6448d9533714c1cf5c30d732ab3cdf8aa24e2104d8fe58200;10011360;G2;816-455-8733
02ec7b4bcc6d28d4fca8e298365de3d9052d1be7c83cba66eb35b598c031fdec;10012235;G3;816-455-8733
a75a8768138a89f12bf5fade1849a580ca99533ceeae840eb41443180cc22a48;10020715;G1;816-455-8733
9c3d759b125d4c877b0d177306cde31055f16f68ba6a37da5d1c60ddbb598e77;10021459;G2;816-455-8733
3da75659bb2940ce522cab3aef2844ed02db86109d1224456d47b55a89dc410d;10021750;G2;816-455-8733
44e5167d6d2b3c5ddd89300c13856ae5aa0c96a6398877d55eadb968b1042c85;10022167;G1;816-455-8733
c518e8d91cec1d195133bf3a564d905bfd95c34fc0e6fbffabd0f4de263376c7;10020323;G1;816-455-8733
c87dcd05591bf45c4fcbe3741e2ca1bd45b21716d7a3ed3f71c8b079c93ff159;10021936;G2;816-455-8733
ca0e4f1f0c192f8742abc60b4fcb77d7d918d105b625e04e971bea665b2a9197;10026522;G2;816-455-8733
0870481f8ce2a2793ae6244235b9b85ec3663dddffc80ef8c6632d95850da009;10011198;G2;816-455-8733
b71b211bc6f8ffdf2964ee2e204ef405f64c7420aa14f42a98cbff29bc719d86;10013870;G2;816-455-8733
3260935783bedefea08cb66d01e1ad423d0e6ff92eba2ecd5e252a01c1f71de4;10023715;G2;816-455-8733
dec702e41454bb206c02d215efdd03fc131a296ee3edc9d28082a97b7c8ec18b;10000000;G2;816-455-8733
88b3ec112d8c1689170fede0b0576f75e341d646e907859cd82413501093283c;10000496;G2;816-455-8733
5d0d779f42460c7da88e189da633a857222d10b27a9a3537659b3747eee0adc7;10002489;G2;816-455-8733
eed1d142914add2481f04f793fc85a5a5402203dc9c76a212a2b250b95352dea;10005006;G2;816-455-8733
61f2a888cc843e3bbfc29dc4e76b359d45c3bd7d10a1381bbcfbe73fa73a0625;10016784;G2;816-455-8733
fd54acfa1f181811870a9a7e646197211826df6b544eca6f015da88a1fe29335;10022423;G2;816-455-8733
aa2f317018d32f4f13037e311dc24d7a14ec3772d89f4d161bb3a502a5db0a1f;10026438;G1;816-455-8733
5c1b854db02d2a21472892ffb21738d0227d77f3f2abea5dbf5f5a59a6b19351;10000480;G2;816-455-8733
2892b373373382060fd57ddc7db0f535ff4f604d0f5d4b8ba4fcac5a9b546a57;10006805;G1;816-455-8733
30823803e49470b765bed122787023a188bfb661d61be662c6bcb2aaf8f79da1;10009662;G2;816-455-8733
0d4877f2d21c6220ea3e0694b1deed747e8745a94ebc0ef4dac3b3ed59a8828b;10021804;G2;816-455-8733
c81d5bffa37df5141505d0af0252fe3ae3e4c1465b0246de1a3340b18f1ab12d;10023221;G2;816-455-8733
73c616255a793b02a769bff7b8f14008f59906115e0b1dd3e7b38e6c05b65552;10025291;G2;816-455-8733
d1b3fec67ef770f5a7ffcf988c5a7cd377ecb5cdf2143ea0de4f6f286232b427;10027356;G2;816-455-8733
5ec4bb01d9883cbbd4dee33cfa5f3cf4113d6aa57e9187d03f4ce56d21df0b96;10016780;G1;816-455-8733
ff8fd3ca9bf79eec2483101e5cce906d9412e47955c4c04206aadef1f8124b77;10020909;G2;816-455-8733
86e51f5c936fd9d1141af33a13a3239cf151d39b0668d4103bd1c2c5ae07e05c;10027050;G2;816-455-8733
2866ff3a15f4b99ae0f6564e8105957afbc80f1358098fa8056d5db3ce17ae79;10005810;G1;816-455-8733
1666c80b2b01219d2fe96d41dafde91a07cb5286dee650246f9c399633bd9b3d;10018352;G3;816-455-8733
ef5e4677a431dd210fa7fff069615494b0933d1eff78372b8e24a4ca999a3aea;10020647;G2;816-455-8733
50d99b9c07495e1a43a63f22ac6c77eb8377215b531ef07dcfd4ede8146226bd;10019900;G2;816-455-8733
fb7b91ec942d70328c84668ff5d46ad88844cd307fa14859250250633846eeb2;10022755;G1;816-455-8733
cbcf99dddf1b7d825b02ce9c21761b30f0ab73baad60e3a7f4aef4d02f3b21ed;10002115;G1;816-455-8733
ed6e0d5a1b017a9ed727c771b998ee905882304349202745bde5879a5ba29780;10013574;G2;816-455-8733
d5bcbdd1ed67c2b417c916364a103188ea52580d3b79180e9413cbd1f99fdd20;10019880;G2;816-455-8733
fcde345f4181922d24a8d3683e82797dc0c806b33e10ad94d8408839b568c9ac;10010935;G2;816-455-8733
254fbe6671cf5a46a5aac2e5b591fef90008bf3597d98933e2817dbe907cb5f0;10021283;G2;816-455-8733
1ddbfde4b23f16197fda87aa06527ab515d0ce20feeb100ef25c386765738db9;10016045;G2;816-455-8733
65d5ba68f2f33b21c09bbb98b9a27644e7100169dcba1ec9d5d1d675c1070279;10017585;G2;816-455-8733
1e93d3397cd9ea1842439bd2677fc4ea627f3bd250beca5423a36a5c46fb5637;10023244;G2;816-455-8733
1f6acc338c67f370b2addcf6bf212581a692030d439227ac92760e3923ce3285;10025511;G2;816-455-8733
ec2e20a6629d5a342ecbf2ceef5356be4ffa80f06d8f7b90a4b1fffcf5c455b2;10003554;G1;816-455-8733
c1c1f1dc51a3d2944e912c4aec1651e8bc3489a5a6bca45f541c3575e1e0892f;10019897;G2;816-455-8733
e13cd600ba53703fa210a87ec65bfd94b2748f8c12e7c9d1d0da8236092b962c;10002140;G2;816-455-8733
9aad6376fd822911cab85b16a471b0d912684c3146abf9c563c4f6432e5564ab;10014802;G1;816-455-8733
85ada54c74dfd751b92eae47fa78c643f28106078c2559423bb609a1bbf538d2;10011732;G2;816-455-8733
eeeb5c3e0bfd4e1dbe07932b84fead92d763c07977879e0ffb7c4bd56b07248b;10014779;G2;816-455-8733
11d3c1fec7f778433bf263ec8bbf6b975af9be70b2f255744a37183a2f5305e5;10017314;G2;816-455-8733
14b196784e0d575526cf77ba9dd7b7118472ff0c7513f70364673607c32bea1e;10020864;G2;816-455-8733
648f47ae86f5fda60ce8e57a26594779f46ac88574c941c1bf8d07e23f4c0e9c;10024942;G2;816-455-8733
72e38b9f881b8d343593c592926fe77789524a507560b0dda995a5946fba7360;10025036;G2;816-455-8733
4f29be5b16062b02907e7f07b0ae6cb568791ff19e8f5c858ae16e621efe4bbc;10005376;G2;816-455-8733
86a4f79c659c79592280e9fced579cbdc52aa8ee9aa4618260695f1f8a5d321e;10011918;G2;816-455-8733
775d74ea20edc2c051244700e89f2bd59fd8574702a4255a909638f25935a278;10015956;G2;816-455-8733
54c63c48aa1888035a6f2d78cfeb41ff54a68babf6a8b3e066d20dd089d12356;10018628;G2;816-455-8733
38b0fb57320f2eb04316c7bc5709cb592081044e4ec69a66dbd3eadf4b98da2d;10025778;G2;816-455-8733
4c665d6bbf88193e90d3d85d763e25c667af1c0f80a13dad9a2454ddac16a5e5;10020982;G2;816-455-8733
d704a0253502ea3c48f1b675cdd0fc09155b5ccd16d2086335b732aca7ce4d8c;10023022;G3;816-455-8733
0fb49751b468df261dd01f685271e025f5141a9fc12e6e95e8c204116b1385b2;10010882;G2;816-455-8733
5955584e1ecb5de9ee2cd694e854f79943d4d0eafaea38a1e72bcbf14e373937;10015495;G2;816-455-8733
1739ab9b97ca62c3567f1a2c8f5b94a7b810a5c13f3dfa306765bbfcd5d97d38;10009657;G2;816-455-8733
884f3057691f88ed9e897413c711841877d3be7da7b13e60d9ddb5a389a6521c;10012927;G2;816-455-8733
8b87a65c950ad25cf993e9c43d09a037cfd2df8360ae547fe57b1441d74be612;10013137;G2;816-455-8733
d51a43c33ba1ba39cd443ec315bc40ad21297b1f23b80e1445a50aead3c833f2;10013397;G2;816-455-8733
0e61c39488175203455718ab4c1e9db8e84886f659b9a4ee3ce505dfd9677d9f;10016807;G2;816-455-8733
dbd2f0d03f4c5f2f595d43a00a9d20f37b13cad992ffd90042ebf1fd01ed17fd;10020931;G2;816-455-8733
d31a635fd0d47a788401e77424aae0aaba561add3badf0ec720c6fc8af2bce5b;10021996;G2;816-455-8733
fdcadf4edb302450103c83d1368796a262a1e6007521243e04206e377959fc60;10021184;G2;816-455-8733
7d275edc8370025406fa765c28d7002093aadae4aa431c6fdc5d5f914bb1a60e;10022166;G2;816-455-8733
2d49f074331f61e2ffb9d8355dfd9561dc7fe87e638cf6c13ea434a731b94bd7;10023495;G1;816-455-8733
ca2230d84ea4fbb54f6ba9f9f16620e9145309df268d5d5d60ce66dcf873ec96;10000471;G1;816-455-8733
026df2a65a86a8421eac63e99ea8cc068797ae85744da1b1233530eae48f5cc5;10002220;G3;816-455-8733
9ed809692018dea28de003ec1567c58ce8cfea64cfdf86ccf58aa4117a5c7c04;10004516;G1;816-455-8733
1e1236cc2e44ccdfb6fd0692a6b45445313825caa01ab6579f5744b569b39b02;10005099;G2;816-455-8733
de319f0c610ad08850b8c7efa5369a6a9ec5d895b15c783eb84bd76bf63aad2a;10021800;G2;816-455-8733
2630d63399327c72b435b10924b9782a0d14dbe318eabb745f6d40b1a694ee32;10025737;G2;816-455-8733
fe0d5b12ada919cf7f6f9f022aab8256ffb92101837e4d0c10a8fe03690d8eee;10000478;G2;816-455-8733
032571b332c55ef3e60e9b02e9c23d7f25aeb9918c3651d0c623aac1225c57d9;10000601;G2;816-455-8733
f7c33ceb2074570c726292317000f18971197489f420f312a8a5eeb56158b329;10010855;G2;816-455-8733
588b9c1289b7a69e32ec69d43afa6e5f72a1d34c6f31f8e0187f9cea7fb882c1;10012234;G2;816-455-8733
5c20e6abacc2cea9483b7195d31f5d98f47c2593eb2e7b7a447b30f8aa0c8a99;10016303;G2;816-455-8733
20ad95e3fffe1303535d1bde1043852b35c7b8c6ca8513f83ebe3221057b1c84;10025302;G2;816-455-8733
54c6b4fd2d724836a388729f8501adbad6a57b72df2155045cbf3bdf8a89112a;10025587;G2;816-455-8733
4bfdab809331ed1f4198884fa3e0bd8eac5277b47d49f9782e729023c48259f6;10019678;G2;816-455-8733
b7a5db5105c95a595f73501d3285458407473a2a45b6e20d4bb439366dca4965;10023471;G2;816-455-8733
4dc32d405f55d3d75d12a62d006c8c3f75d98d91ef3e63c05bcb6c39805bb9c0;10002117;G1;816-455-8733
e01142ce3e9a948f6e30eaa76cd23efeb114be1777c4bd132a4526e18fa4885e;10005620;G2;816-455-8733
dbcb969a56470c64c068c9f4cb1c91546dbb095bbfe300821ab1c3f32dc9dff1;10012514;G2;816-455-8733
3d123301ed610153a6bc1779a8679e40379faa6ad60c80e8aef8d6e8e78a6448;10004255;G1;816-455-8733
7ba7ca06488efdc8f71626e46ef69eb5efc73f7d5d26f0ecdc861cc67846fcb4;10020445;G2;816-455-8733
4d000016d2ad53ecd65aa5fa74e9a35f13c01e6f480b861542e1bbe8ba4b277f;10020868;G2;816-455-8733
97bdd4922b196374fa723d4f9445cc5a2411afa179c4c4840233566eade334df;10025298;G3;816-455-8733
757d32c2f28c0202fb91a53d926f02d49e9b376ce7d99de1da0d1a5b01802dc2;10000455;G2;816-455-8733
9eb9fbcef8463aafbfad2623973da795be598781d64a2b59231c6d3ad9ce0827;10013238;G2;816-455-8733
3371c5676acb6975767668e505fc1fb81e21a403264260f020d89636304dce7c;10015686;G2;816-455-8733
83d03892ebc39e61d912f4f5bc4d0090c6f69a78d96f9fa98fdfb33b2b92b8e0;10020515;G2;816-455-8733
5f4d019baee3abc988cd42f419a84af0519df732e669cbebf0915d5040ac1888;10025237;G3;816-455-8733
8e4223efef6a87108975c702a67a9b00db78145a104756e5dc94a118c8a714a9;10020393;G2;816-455-8733
a76f0acd05c11bd6384180c182bc79a083d284184597ba57bada6ca656467cea;10020446;G2;816-455-8733
7b3d79720e939b52cca7e8e05f89fffccd79676bbed80fb2b4c3807d53fc6f77;10011981;G2;816-455-8733
547e66a6374c9fef0afa97253bdafcec14450b390e1488f0ea49f41c595fd1af;10022678;G2;816-455-8733
d7f8b9ebd456cb8482341f13053e1a07d969771b01c97bcba45c2f853f0fd201;10024915;G1;816-455-8733
8c5b9c41cb6bcc18a3a86656c7ca025d176d680804d5183d3a89d28cb5926f5d;10015824;G2;816-455-8733
e542842371b4c59ed44f588a69a513cdbb7792dfba8c2ad879bdd93de2b2f560;10019502;G2;816-455-8733
57d6ebb85d544042b6308fb8a1048c5ed3b2a925e33d06248c47535fe9acee02;10020388;G2;816-455-8733
e0c66091cc3475f2811b7046743ac70081a4e494344358909f94e774d1f3cb48;10024260;G2;816-455-8733
df292f3b2518f7ce21cd635bee55c86f8780a998a6a7be33d0c9674d605613c4;10015325;G2;816-455-8733
8f7305896e1f8da4dd156ddc395f4864ed01e6e8e72092d6ce69c250fb93ed8f;10018950;G2;816-455-8733
683b1b8bfddce2e4cbe6c2cd6b4fe55523129e1c893f66e2b935e8037a710b05;10021911;G1;816-455-8733
988761e0264feaf9a3bcafa50851fe03b5d321c59973b7a2196f78549d0bdd13;10023235;G2;816-455-8733
973c7af81307ca4a4e99acd60caa253949f920204618901d16b99ab1dd0e4c22;10024524;G2;816-455-8733
44cb628443a41c54cc39a091a305c77fe8a755a1ada85cc16ba5fc0d1374c579;10025024;G2;816-455-8733
da8839c67062c5167b61e2e49059c71e96cce80302bbe558ee229f7316c21fea;10020184;G2;816-455-8733
ec11cfb12d6a032eeb364d053416884f766e389ad41385e53c286a44ac6dd935;10021350;G2;816-455-8733
479e58b9446ca629ab18a6d6b06b26f6cbf5cbd14cfb026c0364fec117b80d2d;10026536;G2;816-455-8733
001568419cdafaf0601e20a73d3654bf9e5acac8a4367f731927f69481079d22;10027119;G2;816-455-8733
a2c1f49bf6df6cbec3a5c58f8e8897e798bcb2712bc7f4b41553635d620b8e11;10027348;G2;816-455-8733
08d8894874b4e33dcb0eea733ef8b6be3f260b3820b1bbac8e3477cf2970b0c4;10002765;G2;816-455-8733
3e01746b17a31369e3b8a70cf1212b38af569fc9780a8d7578350ef8e737a933;10002969;G2;816-455-8733
d288c5ea5c5c2425aab83ad2c8f8a262e9570e2731e6f23b5dc30f5e1c3c2424;10021223;G2;816-455-8733
c4fdd100d8065f7c2c2dfa1bd6a2126d2549a853d46a7c150dda114821c862e1;10024034;G3;816-455-8733
02cc2f3019b477110e8d86c4d0772c81615477c633506eda22cbec4fd602982d;10016113;G2;816-455-8733
615a07f0fc963392b530790312bf8762e9c4021336af9f3e36ba0461a74a1286;10022746;G1;816-455-8733
7820b2367a6a08a5333da2ea5fc6262c85936c4d750ad2c294cd6ee04232305b;10025769;G2;816-455-8733
bb663431671618492d7481b4d73ab8ab1b0e5bacfdc41b10690c408b0424ffbb;10020171;G2;816-455-8733
daaf0de7b8fc061f136cb792139794deee7afcb52fa4556268df3d4862278652;10021239;G2;816-455-8733
1b7d10e2fa803b9d36252dbf6d769e1bfe955e86ef79d89047b0c01145367b51;10021673;G2;816-455-8733
d7cd047aa1443ad3958c29e66620e03687c4361a2a9b7841db39bce497caa92f;10027381;G2;816-455-8733
760e8f2851c0eb4024a6e609bfecb93b33c2d4f37f788094f8df5d5e0fea78c8;10000501;G3;816-455-8733
2b1c9decccff9416714db9585362a5d3372fafd50af226f7ac8f5528679c35bb;10007120;G2;816-455-8733
28c88bbcbe716648803a9f13dc1f416025f57d4fc1b8b635031f40676ebd0f94;10012226;G2;816-455-8733
9be1bf523d95a6abbb4fb4cd3f4f6e27298b7b042220e5bfdbefbe692a9d2a8f;10013871;G2;816-455-8733
a182d234adf1a7610a04303018f7b86f2d8750b0882529d644db4999640e1a00;10025239;G2;816-455-8733
b90ae068857639c59f797df6ef5a344b6c528b906648be3ca1a01a342df987ee;10025758;G2;816-455-8733
df9363f7b4abdfe2b5a7c52a4ce0ab57f691ebe4cab1fa6ce1d6ac4b270e732f;10026055;G2;816-455-8733
79597c670a427fcc3cf485e732bbc66acbfcd69ac0e9f259dc537c6101da4d7a;10012600;G2;816-455-8733
